,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,final_score,school,sex,address,famsize,Pstatus,Fjob,reason,guardian,nursery,higher,internet,romantic,schoolsup,familysup,paidsup,nosup
198,16,3,2,1,2,0,1,2,2,1,2,1,8,16,GP,F,U,GT3,T,other,reputation,mother,yes,yes,yes,no,0,1,0,0
199,17,3,3,1,2,0,4,3,4,2,3,4,6,14,GP,M,U,GT3,T,services,other,mother,yes,yes,yes,yes,0,1,0,0
200,16,1,2,1,1,0,3,3,3,1,2,3,0,11,GP,M,U,GT3,T,services,other,mother,yes,yes,yes,yes,0,1,0,0
201,16,2,1,1,2,0,4,2,3,1,2,5,0,16,GP,M,U,LE3,T,other,course,mother,yes,yes,yes,yes,0,0,0,1
202,17,3,3,1,2,0,3,3,3,1,3,3,10,14,GP,F,U,GT3,A,other,reputation,mother,no,yes,yes,yes,0,1,0,0
203,17,1,2,1,2,0,3,1,3,1,5,3,6,10,GP,M,R,GT3,T,other,home,mother,yes,yes,no,no,0,0,0,1
204,16,2,3,1,2,0,4,3,3,1,1,2,6,13,GP,F,U,GT3,T,services,course,mother,yes,yes,yes,no,0,0,0,1
205,17,1,1,1,2,0,5,3,3,1,1,3,0,12,GP,F,U,GT3,T,services,course,mother,yes,yes,yes,no,0,0,0,1
206,17,1,2,2,2,0,4,4,4,4,5,5,16,12,GP,M,U,GT3,T,services,other,other,no,yes,yes,no,0,0,0,1
207,16,3,3,1,1,0,4,3,2,3,4,5,0,10,GP,M,R,GT3,T,services,reputation,mother,yes,yes,yes,no,0,1,0,0
208,16,2,3,2,1,0,5,3,3,1,1,3,0,12,GP,M,U,GT3,T,other,home,father,yes,yes,yes,no,0,0,0,1
209,17,2,4,1,2,0,4,3,2,1,1,5,8,16,GP,F,U,LE3,T,services,course,father,yes,yes,yes,yes,0,0,0,1
210,17,4,4,1,1,0,5,2,3,1,2,5,4,14,GP,M,U,GT3,T,teacher,home,mother,yes,yes,yes,no,0,0,0,1
211,16,3,3,3,1,0,3,3,4,3,5,3,16,12,GP,M,R,LE3,T,other,home,father,yes,yes,yes,no,0,1,0,0
212,17,4,4,2,1,1,4,2,4,2,3,2,30,16,GP,F,U,GT3,T,teacher,home,mother,yes,yes,yes,no,0,1,0,0
213,16,4,4,1,2,0,4,5,2,1,2,3,0,11,GP,F,U,LE3,T,teacher,reputation,mother,yes,yes,yes,no,0,1,0,0
214,16,4,3,1,2,0,4,3,5,1,5,2,2,15,GP,F,U,GT3,T,other,home,mother,yes,yes,yes,no,0,1,0,0
215,16,2,3,1,2,0,4,4,3,1,3,4,4,12,GP,F,U,GT3,T,other,reputation,mother,yes,yes,no,no,1,1,0,0
216,17,1,1,1,2,0,4,4,4,1,3,1,0,15,GP,F,U,GT3,T,other,course,mother,no,yes,no,no,0,1,0,0
217,17,2,2,1,1,0,5,3,2,1,2,3,21,13,GP,F,R,GT3,T,other,reputation,mother,yes,yes,yes,no,0,1,0,0
218,16,2,2,2,4,0,5,3,5,1,1,5,6,13,GP,F,R,GT3,T,services,reputation,mother,no,yes,yes,no,0,1,0,0
219,17,3,4,1,3,1,4,4,3,3,4,5,14,8,GP,F,U,GT3,T,services,home,mother,yes,yes,yes,yes,0,1,1,0
220,16,3,1,1,2,0,2,3,3,2,2,4,2,12,GP,F,U,GT3,A,other,course,mother,yes,yes,yes,no,0,1,0,0
221,16,4,3,1,2,0,1,3,2,1,1,1,4,15,GP,F,U,GT3,T,other,other,mother,yes,yes,yes,yes,0,0,0,1
222,16,1,1,2,1,0,4,3,2,1,4,5,2,13,GP,F,U,GT3,T,other,home,mother,yes,yes,no,no,0,1,0,0
223,17,4,3,2,3,0,4,4,2,1,1,4,0,12,GP,F,R,GT3,T,other,reputation,mother,yes,yes,yes,yes,0,1,0,0
224,19,3,3,1,4,0,4,3,3,1,2,3,4,12,GP,F,U,GT3,T,other,reputation,other,yes,yes,yes,no,0,1,0,0
225,17,4,4,1,2,0,5,3,5,4,5,3,15,12,GP,M,U,LE3,T,other,home,mother,yes,yes,yes,yes,0,1,0,0
226,16,2,2,1,2,0,3,3,4,1,1,4,0,13,GP,F,U,GT3,A,other,reputation,mother,yes,yes,yes,no,1,1,0,0
227,18,2,2,1,2,0,4,4,4,2,4,5,10,11,GP,M,U,GT3,T,other,home,mother,yes,yes,yes,no,0,1,0,0
228,17,4,4,1,1,0,5,2,1,1,2,3,6,11,GP,F,R,LE3,T,other,other,mother,yes,yes,no,no,0,1,0,0
229,17,3,2,2,2,0,4,4,4,1,3,1,2,15,GP,F,U,LE3,T,other,reputation,mother,yes,yes,yes,no,0,0,0,1
230,17,4,3,1,2,0,3,4,5,2,4,1,16,10,GP,F,U,GT3,T,other,reputation,mother,yes,yes,yes,yes,0,0,0,1
231,18,3,3,1,2,0,3,2,4,2,4,4,10,10,GP,M,U,LE3,T,health,home,father,yes,yes,yes,no,0,1,0,0
232,17,2,3,2,1,0,3,3,3,1,4,3,4,13,GP,F,U,GT3,T,other,home,father,yes,yes,no,no,0,1,0,0
233,17,2,2,1,3,0,4,3,3,1,1,4,0,13,GP,F,U,GT3,T,at_home,course,mother,yes,yes,yes,no,0,1,0,0
234,17,2,1,2,2,0,4,2,5,1,2,5,0,11,GP,F,R,GT3,T,services,reputation,mother,yes,yes,yes,no,0,1,0,0
235,17,1,1,1,3,0,4,3,4,1,1,5,12,12,GP,F,U,GT3,T,other,reputation,mother,yes,yes,no,yes,0,1,0,0
236,16,2,3,1,2,0,2,3,1,1,1,3,0,14,GP,F,U,GT3,T,teacher,other,mother,yes,yes,yes,no,1,0,0,0
237,18,2,2,2,2,3,3,3,3,5,5,4,9,10,GP,M,U,GT3,T,other,home,mother,yes,yes,yes,no,0,1,1,0
238,16,4,4,1,3,0,5,3,2,1,1,5,4,16,GP,F,U,GT3,T,services,home,mother,no,yes,yes,no,0,1,0,0
239,18,3,1,1,2,0,5,3,3,1,1,4,4,8,GP,F,R,GT3,T,other,reputation,mother,yes,yes,yes,yes,0,0,0,1
240,17,3,2,1,2,0,5,3,4,1,3,3,2,17,GP,F,U,GT3,T,other,course,mother,no,yes,yes,no,0,0,0,1
241,17,2,3,1,2,0,5,3,3,1,3,3,0,11,GP,M,U,LE3,T,services,reputation,father,no,yes,yes,no,0,1,0,0
242,18,2,1,4,2,0,4,3,2,4,5,3,2,11,GP,M,U,LE3,T,other,course,mother,yes,yes,yes,yes,1,1,0,0
243,17,2,1,2,3,0,3,2,3,1,2,3,0,16,GP,F,U,GT3,A,other,course,mother,yes,yes,yes,yes,0,0,0,1
244,17,4,3,1,2,0,3,2,3,1,2,3,0,12,GP,F,U,LE3,T,other,reputation,father,yes,yes,yes,yes,0,0,0,1
245,17,2,2,2,2,0,4,5,2,1,1,1,0,13,GP,M,R,GT3,T,other,course,father,yes,yes,yes,no,0,1,0,0
246,17,4,4,1,2,0,4,5,5,1,3,2,0,13,GP,M,U,GT3,T,teacher,reputation,mother,yes,yes,yes,yes,1,1,0,0
247,16,4,4,1,2,0,4,2,4,2,4,1,0,14,GP,M,U,GT3,T,other,reputation,father,yes,yes,yes,no,0,1,0,0
248,16,1,1,2,2,0,3,4,2,1,1,5,2,9,GP,M,U,LE3,T,other,home,mother,yes,yes,yes,no,0,1,0,0
249,16,3,2,2,3,0,5,3,3,1,3,2,0,12,GP,M,U,GT3,T,other,reputation,mother,yes,yes,yes,yes,0,0,0,1
250,17,2,2,1,2,0,4,4,2,5,5,4,0,16,GP,M,U,LE3,T,other,home,father,no,yes,yes,yes,0,0,0,1
251,16,2,1,1,1,0,4,5,2,1,1,5,4,10,GP,F,U,GT3,T,other,home,mother,yes,yes,yes,yes,0,0,0,1
252,16,4,1,1,2,0,5,3,3,1,2,5,0,13,GP,F,U,GT3,A,other,home,mother,yes,yes,yes,yes,0,0,0,1
253,18,2,4,2,2,1,4,3,3,1,1,3,18,10,GP,F,U,LE3,A,other,course,mother,yes,yes,yes,no,0,1,0,0
254,18,2,2,1,2,1,5,3,1,1,1,5,16,10,GP,F,U,LE3,T,services,course,mother,no,yes,yes,yes,0,1,0,0
255,18,3,3,2,1,1,4,1,1,1,1,3,14,7,GP,F,U,GT3,T,other,course,mother,yes,no,yes,no,0,0,0,1
256,18,2,2,1,1,1,4,4,3,2,2,1,26,8,GP,M,U,GT3,T,at_home,course,other,no,no,yes,yes,0,1,0,0
257,17,4,4,1,1,0,4,2,1,1,2,5,6,9,GP,M,U,GT3,T,teacher,course,mother,no,yes,yes,no,0,1,0,0
258,17,3,2,1,2,0,5,4,2,1,1,3,4,15,GP,F,U,GT3,T,other,course,father,yes,yes,no,no,0,0,0,1
259,17,1,1,1,3,0,4,3,2,1,2,4,10,10,GP,F,U,LE3,T,at_home,course,mother,yes,yes,yes,yes,0,1,0,0
260,16,1,2,1,1,0,5,3,5,1,2,5,4,11,GP,F,U,GT3,T,other,course,mother,yes,no,yes,no,0,0,0,1
261,17,2,1,3,2,0,2,1,1,1,1,3,2,13,GP,F,R,GT3,T,services,course,mother,yes,yes,no,no,0,0,0,1
262,17,1,4,4,1,1,5,5,4,1,1,5,14,8,GP,F,R,LE3,A,other,course,other,yes,yes,yes,no,0,1,0,0
263,18,2,2,1,2,0,5,5,4,3,5,2,16,8,GP,M,U,GT3,T,services,reputation,father,yes,no,yes,no,0,0,0,1
264,17,2,2,1,1,1,3,1,2,1,1,1,8,10,GP,F,U,LE3,A,other,home,mother,no,no,yes,no,0,1,0,0
265,17,1,1,2,3,0,4,3,3,1,3,5,4,15,GP,F,R,LE3,T,other,course,mother,yes,yes,yes,no,0,0,0,1
266,17,4,2,1,2,0,4,3,2,1,1,4,4,14,GP,F,U,LE3,A,other,course,mother,yes,yes,no,no,0,1,0,0
267,17,4,3,2,2,0,2,5,5,1,4,5,8,15,GP,M,U,LE3,T,other,course,mother,yes,yes,yes,yes,0,0,0,1
268,17,4,4,2,2,0,3,3,3,2,3,4,0,12,GP,M,R,LE3,A,other,course,mother,yes,yes,yes,no,0,1,0,0
269,16,4,3,1,1,0,5,4,5,1,1,3,7,15,GP,M,U,LE3,T,other,course,mother,no,yes,yes,no,0,0,0,1
270,16,4,4,1,1,0,5,3,2,1,2,5,4,15,GP,M,U,GT3,T,services,course,mother,yes,yes,yes,no,0,0,1,0
271,17,4,4,1,2,0,5,3,1,1,4,5,2,12,GP,F,U,GT3,T,services,course,mother,yes,yes,yes,yes,0,1,1,0
272,17,1,1,2,3,0,4,3,3,1,1,1,2,15,GP,M,R,GT3,T,other,home,father,no,yes,yes,yes,0,0,0,1
273,17,3,3,2,3,0,4,2,2,2,3,5,10,11,GP,F,U,GT3,T,other,home,mother,yes,yes,yes,yes,0,1,0,0
274,17,1,1,1,2,0,4,3,2,1,1,4,10,10,GP,F,U,GT3,T,other,course,mother,no,yes,no,yes,1,0,0,0
275,18,2,1,2,3,0,4,4,4,1,1,3,10,11,GP,F,U,GT3,T,other,course,other,no,yes,yes,yes,0,1,0,0
276,16,2,1,3,1,0,4,3,3,1,1,4,7,16,GP,M,U,GT3,T,other,course,mother,yes,yes,yes,no,0,0,0,1
277,17,1,1,1,2,0,4,3,4,1,2,5,4,11,GP,F,U,GT3,T,services,course,father,yes,yes,no,no,0,1,0,0
278,17,2,3,2,1,0,5,2,2,1,1,2,2,13,GP,M,U,GT3,T,other,course,father,yes,yes,yes,no,0,0,0,1
279,22,3,1,1,1,3,5,4,5,5,5,1,12,5,GP,M,U,GT3,T,services,other,mother,no,no,yes,yes,0,0,0,1
280,18,3,3,1,2,0,4,3,3,1,3,5,8,10,GP,M,R,LE3,T,services,course,mother,yes,yes,yes,yes,0,1,0,0
281,16,0,2,1,1,0,4,3,2,2,4,5,0,11,GP,M,U,GT3,T,other,other,mother,no,yes,yes,no,0,0,0,1
282,18,3,2,2,1,0,4,4,5,2,4,5,8,7,GP,M,U,GT3,T,other,course,mother,yes,no,yes,no,0,0,0,1
283,16,3,3,3,2,1,5,3,3,1,3,2,4,10,GP,M,U,GT3,T,other,reputation,other,no,yes,yes,no,1,1,0,0
284,18,2,1,1,1,2,3,2,5,2,5,5,4,6,GP,M,U,GT3,T,services,other,mother,no,no,yes,no,0,0,0,1
285,16,2,1,2,1,0,3,3,2,1,3,3,2,12,GP,M,R,GT3,T,other,course,mother,no,yes,no,no,0,0,0,1
286,17,2,1,1,1,0,4,4,2,2,4,5,0,13,GP,M,R,GT3,T,other,course,mother,no,yes,yes,no,0,0,0,1
287,17,1,1,2,1,1,4,4,4,1,2,5,0,10,GP,M,U,LE3,T,other,course,mother,yes,yes,yes,no,0,1,0,0
288,18,2,1,1,2,0,4,3,4,1,3,5,2,13,GP,F,U,LE3,A,other,course,mother,no,yes,yes,yes,0,1,0,0
289,17,4,2,1,4,0,4,2,3,1,1,4,2,17,GP,F,U,LE3,T,services,reputation,mother,yes,yes,yes,no,0,1,0,0
290,19,2,2,1,2,0,4,3,3,1,1,5,0,11,GP,F,U,GT3,T,services,home,mother,yes,yes,yes,no,0,1,0,0
291,18,2,1,3,2,1,4,4,5,4,4,5,4,11,GP,M,U,LE3,T,other,course,mother,no,no,yes,no,0,0,0,1
292,17,4,2,1,3,0,4,3,4,1,3,5,2,14,GP,F,R,GT3,T,other,course,mother,yes,yes,yes,no,0,1,0,0
293,18,1,1,1,3,0,4,4,3,2,3,3,4,14,GP,F,U,LE3,T,at_home,home,mother,no,yes,no,no,0,1,0,0
294,18,2,2,1,2,0,3,2,3,1,1,5,4,13,GP,F,R,GT3,T,other,home,mother,yes,yes,no,no,1,0,0,0
295,19,4,3,1,2,0,4,3,1,1,1,1,4,14,GP,M,U,LE3,A,at_home,reputation,mother,yes,yes,yes,no,0,1,0,0
296,18,2,1,1,2,0,5,2,4,1,2,4,2,16,GP,M,U,GT3,T,other,home,mother,yes,yes,yes,no,0,0,0,1
297,17,2,2,2,1,0,5,2,2,1,1,4,0,10,GP,M,R,GT3,T,services,other,mother,no,no,no,no,0,0,0,1
298,17,2,2,1,4,0,3,4,1,1,1,2,2,12,GP,F,U,LE3,T,services,course,father,yes,yes,yes,yes,0,0,0,1
299,20,2,1,2,2,0,1,2,3,1,2,2,8,12,GP,F,R,GT3,T,other,course,other,yes,no,yes,yes,0,1,1,0
300,18,4,3,1,2,0,3,1,2,1,3,2,2,15,GP,F,U,GT3,T,other,home,father,yes,yes,yes,yes,0,1,0,0
301,18,4,3,1,2,0,4,3,2,1,1,3,2,11,GP,M,U,GT3,T,other,course,mother,no,yes,yes,no,0,1,0,0
302,18,3,2,1,3,0,5,3,2,1,1,3,2,12,GP,M,R,GT3,T,other,course,mother,no,yes,no,no,0,0,0,1
303,17,3,3,1,3,0,3,2,3,1,1,4,2,13,GP,F,U,GT3,T,other,home,mother,no,yes,no,no,0,0,0,1
304,18,2,2,1,3,0,4,3,3,1,1,3,0,13,GP,F,U,GT3,T,services,home,mother,yes,yes,yes,yes,0,1,0,0
305,17,2,2,2,1,0,4,4,4,2,3,4,8,9,GP,M,U,GT3,T,other,home,father,yes,no,yes,no,0,0,0,1
306,18,3,4,2,2,0,4,2,5,3,4,1,6,16,GP,M,R,LE3,A,other,reputation,mother,yes,yes,yes,no,0,1,0,0
307,17,3,1,1,2,0,5,4,4,3,4,5,0,14,GP,M,U,GT3,T,other,other,mother,yes,yes,yes,yes,0,0,0,1
308,18,4,4,2,2,0,4,3,4,2,2,4,8,12,GP,F,R,GT3,T,other,reputation,mother,yes,yes,yes,no,0,0,0,1
309,18,4,2,1,2,0,5,4,5,1,3,5,4,14,GP,M,U,GT3,T,other,reputation,father,yes,yes,yes,yes,0,1,0,0
310,18,2,1,2,2,0,4,3,5,1,2,3,12,10,GP,F,R,GT3,T,other,reputation,mother,yes,no,yes,yes,0,1,0,0
311,19,3,3,1,2,0,4,3,5,3,3,5,16,12,GP,F,U,GT3,T,services,home,other,yes,yes,yes,no,0,1,0,0
312,18,2,3,1,4,0,4,5,5,1,3,2,10,16,GP,F,U,GT3,T,services,reputation,father,yes,yes,yes,yes,0,1,0,0
313,18,1,1,2,2,0,4,4,3,1,1,3,2,13,GP,F,U,LE3,T,other,home,mother,no,yes,no,no,0,1,0,0
314,17,1,2,1,2,0,3,5,2,2,2,1,2,18,GP,M,R,GT3,T,at_home,home,mother,no,yes,no,yes,0,1,0,0
315,18,2,1,1,2,0,4,2,5,1,2,1,8,15,GP,F,U,GT3,T,other,home,mother,yes,yes,yes,yes,0,1,0,0
316,17,2,4,2,2,0,4,3,3,1,1,1,6,16,GP,F,U,GT3,T,health,reputation,mother,yes,yes,yes,yes,0,1,0,0
317,17,2,2,2,2,0,4,4,4,2,3,5,6,12,GP,F,U,LE3,T,other,course,mother,yes,yes,yes,yes,1,1,0,0
318,18,3,2,2,2,0,4,1,1,1,1,5,15,10,GP,F,R,GT3,A,services,home,mother,no,no,yes,yes,0,0,0,1
319,18,4,4,2,1,0,3,2,4,1,4,3,6,12,GP,M,U,GT3,T,services,home,mother,yes,yes,yes,no,0,0,0,1
320,18,4,4,1,2,1,2,4,4,1,1,4,2,13,GP,F,U,GT3,T,health,reputation,father,yes,yes,yes,yes,1,1,0,0
321,17,2,2,3,3,0,4,2,3,1,1,1,8,15,GP,F,U,GT3,T,services,reputation,father,yes,yes,yes,yes,0,1,0,0
322,19,3,2,1,2,1,3,3,3,4,3,3,0,10,GP,F,R,GT3,T,services,reputation,father,yes,no,yes,no,1,1,0,0
323,18,4,3,2,1,0,4,2,3,1,2,1,0,10,GP,M,U,LE3,T,services,course,mother,yes,yes,yes,no,0,0,0,1
324,18,1,2,2,1,0,3,4,4,2,4,4,10,11,GP,M,U,GT3,T,other,home,other,no,no,yes,no,0,0,0,1
325,17,4,1,2,1,0,4,5,4,2,4,5,22,10,GP,M,U,LE3,A,other,home,mother,yes,yes,yes,yes,0,0,0,1
326,17,3,2,1,1,0,4,4,4,3,4,3,18,13,GP,M,U,LE3,A,services,home,mother,yes,yes,yes,no,0,0,0,1
327,18,1,1,2,4,0,5,2,2,1,1,3,2,18,GP,F,R,LE3,T,other,reputation,mother,yes,yes,no,no,0,1,0,0
328,18,1,1,2,2,0,5,4,4,1,1,4,0,13,GP,F,U,GT3,T,other,home,mother,yes,yes,yes,no,1,0,0,0
329,17,2,2,1,2,0,5,4,5,1,2,5,12,14,GP,F,U,GT3,T,other,course,mother,no,yes,yes,no,0,1,0,0
330,18,2,1,2,2,0,4,3,1,1,1,5,10,14,GP,F,U,GT3,T,other,reputation,mother,yes,yes,yes,yes,0,0,0,1
331,17,1,1,1,2,0,4,3,3,1,2,4,0,12,GP,M,U,GT3,T,other,reputation,father,no,yes,yes,no,0,0,0,1
332,18,2,2,1,3,0,4,3,3,1,2,2,0,18,GP,F,U,GT3,T,at_home,other,mother,yes,yes,yes,no,0,1,0,0
333,17,1,1,1,3,0,4,3,3,1,1,3,0,14,GP,F,U,GT3,T,teacher,reputation,mother,yes,yes,yes,no,0,1,0,0
334,18,2,1,1,3,0,4,2,4,1,3,2,0,15,GP,M,U,GT3,T,services,reputation,mother,yes,yes,yes,no,0,0,0,1
335,18,4,4,1,2,0,5,4,3,1,1,2,0,17,GP,M,U,LE3,A,teacher,reputation,mother,yes,yes,yes,no,0,1,0,0
336,18,4,2,1,2,0,4,3,2,1,4,5,2,16,GP,M,U,GT3,T,other,home,mother,yes,yes,yes,yes,0,1,0,0
337,17,4,3,1,3,0,4,2,2,1,2,3,0,18,GP,F,U,GT3,T,services,reputation,mother,yes,yes,yes,no,0,1,0,0
338,17,3,1,2,4,0,3,1,2,1,1,3,0,19,GP,F,R,LE3,T,other,reputation,mother,yes,yes,no,no,0,1,0,0
339,18,3,2,2,3,0,5,4,2,1,1,4,0,15,GP,M,R,LE3,T,other,reputation,mother,yes,yes,yes,no,0,1,0,0
340,17,3,3,1,1,0,4,4,3,1,3,5,0,15,GP,M,U,GT3,T,other,home,mother,yes,yes,yes,no,0,1,0,0
341,19,4,4,2,2,0,2,3,4,2,3,2,2,13,GP,F,U,GT3,T,other,reputation,other,yes,yes,yes,no,0,1,0,0
342,18,4,3,2,2,0,4,4,5,1,2,2,0,14,GP,F,U,LE3,T,other,home,other,yes,yes,yes,yes,0,1,0,0
343,18,4,3,1,4,0,4,3,3,1,1,3,0,17,GP,F,U,GT3,T,other,reputation,father,yes,yes,yes,no,0,1,0,0
344,18,4,4,1,1,0,1,4,2,2,2,1,0,17,GP,M,U,LE3,T,teacher,home,mother,yes,yes,yes,yes,0,1,0,0
345,18,4,4,1,2,0,4,2,4,1,1,4,0,15,GP,F,U,LE3,A,other,home,mother,yes,yes,yes,yes,0,1,1,0
346,17,4,4,2,1,0,4,1,1,2,2,5,0,13,GP,M,U,LE3,T,teacher,home,father,yes,yes,yes,no,0,0,0,1
347,17,4,4,2,3,0,5,3,4,1,1,5,0,8,GP,F,R,GT3,T,services,reputation,mother,yes,yes,yes,no,0,1,0,0
348,17,4,2,2,3,0,4,3,3,1,1,3,0,16,GP,F,U,GT3,T,other,reputation,mother,yes,yes,yes,no,0,1,0,0
349,17,3,2,1,4,0,5,2,2,1,2,5,0,18,GP,F,U,GT3,T,health,reputation,father,no,yes,yes,no,0,1,0,0
350,19,2,1,2,3,1,4,3,1,1,1,5,0,11,GP,M,R,LE3,T,services,course,mother,yes,yes,yes,yes,0,0,0,1
351,20,3,2,1,1,2,5,5,3,1,1,5,0,15,GP,M,U,GT3,A,other,course,other,yes,yes,no,no,0,0,0,1
352,19,3,3,1,2,0,4,5,3,1,2,5,0,11,GP,M,R,GT3,T,services,reputation,father,yes,yes,no,yes,0,0,0,1
353,18,1,4,1,2,0,3,4,4,1,2,5,2,11,GP,F,U,GT3,T,teacher,home,mother,no,yes,no,yes,1,1,0,0
354,18,2,1,2,2,0,5,3,3,1,2,1,2,15,GP,F,U,GT3,T,other,course,mother,yes,yes,yes,no,0,1,0,0
355,17,2,3,2,2,0,4,2,1,1,1,3,2,14,GP,F,U,GT3,T,other,course,father,yes,yes,yes,yes,0,0,0,1
356,17,4,4,1,1,0,4,4,4,1,1,5,2,17,GP,F,R,GT3,T,teacher,course,mother,yes,yes,yes,no,0,0,0,1
357,18,4,3,1,3,0,4,3,4,1,1,5,2,17,GP,F,U,GT3,T,other,course,mother,yes,yes,yes,yes,0,1,0,0
358,18,4,3,2,1,0,3,2,4,1,4,1,8,15,GP,F,U,LE3,T,services,course,mother,yes,yes,yes,no,0,1,0,0
359,17,3,4,1,3,0,4,3,4,2,5,5,2,17,GP,F,R,GT3,T,services,course,father,no,yes,yes,no,0,1,0,0
360,18,3,3,1,2,0,4,1,4,1,1,3,8,14,GP,F,U,GT3,T,other,course,father,yes,yes,yes,no,0,1,0,0
361,19,4,2,2,2,0,5,4,4,1,1,1,9,10,GP,M,U,GT3,T,other,course,mother,yes,yes,yes,yes,0,1,0,0
362,18,4,4,1,2,0,4,4,4,3,3,5,0,13,GP,F,U,GT3,T,other,course,mother,yes,yes,yes,no,0,1,0,0
363,18,3,4,1,1,0,5,4,4,1,1,1,4,14,GP,F,U,GT3,T,other,course,mother,yes,yes,yes,yes,0,1,0,0
364,17,4,4,1,1,0,5,3,4,1,2,5,2,17,GP,F,U,GT3,T,health,course,mother,yes,yes,yes,no,0,0,0,1
365,17,4,3,1,2,0,5,2,2,1,2,5,14,17,GP,F,U,GT3,A,services,course,mother,yes,yes,yes,yes,0,1,0,0
366,17,3,3,1,2,0,5,3,3,1,1,5,0,13,GP,F,U,LE3,A,other,home,mother,yes,yes,yes,no,1,1,0,0
367,17,2,1,1,2,0,4,2,3,2,2,2,2,14,GP,F,U,LE3,T,other,home,father,yes,yes,yes,no,0,0,0,1
368,18,4,4,1,1,0,4,2,5,3,4,5,2,11,GP,M,U,LE3,T,other,reputation,father,yes,yes,yes,no,0,1,0,0
369,19,1,1,3,3,0,1,5,5,4,3,5,12,11,GP,F,U,GT3,T,other,course,other,yes,no,no,yes,0,0,0,1
370,19,1,1,3,2,2,5,3,4,1,1,4,2,9,GP,F,U,LE3,A,other,course,other,no,yes,yes,yes,0,1,0,0
371,18,2,2,1,1,0,4,3,5,2,4,5,2,10,GP,F,U,GT3,T,other,course,mother,yes,yes,yes,yes,0,1,0,0
372,17,2,2,1,2,0,4,2,2,1,1,3,4,13,GP,F,U,GT3,T,other,course,mother,yes,yes,no,yes,0,1,0,0
373,17,2,2,1,3,0,3,3,2,2,2,3,0,10,GP,F,R,LE3,T,services,course,mother,yes,yes,yes,no,0,1,0,0
374,17,3,1,1,3,0,3,4,3,2,3,5,0,17,GP,F,U,GT3,T,services,course,father,no,yes,yes,no,0,1,0,0
375,17,0,2,2,3,0,3,3,3,2,3,2,0,15,GP,F,U,LE3,T,at_home,home,father,yes,yes,yes,no,0,0,0,1
376,18,1,1,2,3,0,4,5,5,1,2,2,0,14,GP,F,U,GT3,T,other,home,mother,yes,yes,yes,no,0,0,0,1
377,18,4,4,1,3,0,4,3,3,2,2,3,0,13,GP,M,U,GT3,T,other,course,mother,yes,yes,yes,no,0,0,0,1
378,17,3,3,1,1,0,4,3,5,3,5,5,0,17,GP,M,U,GT3,T,services,reputation,mother,no,yes,yes,no,0,0,0,1
379,17,2,2,4,1,0,4,4,5,5,5,4,2,10,GP,M,R,GT3,T,other,course,mother,yes,yes,yes,no,0,1,0,0
380,17,4,4,1,3,0,5,4,4,1,3,4,0,13,GP,F,U,GT3,T,services,course,mother,yes,yes,yes,no,0,1,0,0
381,17,4,4,2,3,0,4,3,3,1,2,4,4,15,GP,F,U,GT3,T,teacher,course,mother,no,yes,yes,yes,0,1,0,0
382,17,3,3,1,1,0,4,2,5,2,5,5,2,11,GP,F,U,GT3,T,other,course,mother,yes,yes,yes,no,0,1,1,0
383,18,2,2,1,4,0,4,5,5,2,4,5,0,12,GP,M,U,LE3,T,other,course,mother,yes,yes,yes,no,0,1,1,0
384,19,3,2,1,1,0,5,3,4,2,2,5,0,10,GP,M,R,GT3,T,services,home,other,no,yes,no,yes,0,1,0,0
385,18,2,2,4,2,0,4,2,5,1,1,2,2,10,GP,F,U,GT3,T,other,course,mother,yes,yes,no,yes,0,0,0,1
386,17,2,4,1,3,0,4,4,3,1,1,5,0,15,GP,F,R,GT3,T,other,course,father,yes,yes,yes,yes,0,1,0,0
387,18,2,2,1,1,0,5,4,2,1,2,5,6,15,GP,M,U,GT3,T,other,reputation,mother,no,yes,yes,no,0,0,0,1
388,18,3,3,1,2,0,5,3,4,1,1,4,8,12,GP,F,U,GT3,T,services,home,mother,yes,yes,yes,no,0,0,0,1
389,18,2,2,1,2,0,4,3,3,1,1,2,0,12,GP,F,U,LE3,T,other,home,other,no,yes,yes,yes,0,0,0,1
390,18,2,2,2,4,0,4,4,4,1,1,4,6,14,GP,F,R,GT3,T,other,course,mother,yes,yes,no,no,0,0,0,1
391,17,3,4,1,3,0,4,4,5,1,3,5,8,14,GP,F,U,GT3,T,other,course,mother,yes,yes,yes,no,0,0,0,1
392,17,3,2,1,2,0,4,3,2,2,3,2,0,15,GP,F,U,GT3,T,other,home,mother,yes,yes,yes,yes,0,1,0,0
393,18,3,3,1,4,0,5,3,3,1,1,1,4,15,GP,F,U,LE3,T,services,home,mother,yes,yes,yes,no,0,1,0,0
394,17,3,2,1,2,0,4,3,3,2,3,2,0,16,GP,F,R,GT3,A,other,home,mother,yes,yes,yes,no,0,1,0,0
395,18,4,4,1,2,0,4,3,3,2,2,2,0,13,GP,M,U,GT3,T,services,home,father,yes,yes,yes,no,0,1,0,0
396,18,3,4,1,2,0,4,3,3,1,3,5,6,17,GP,M,U,LE3,T,other,home,mother,yes,yes,yes,yes,0,0,0,1
397,17,2,2,1,2,0,3,3,1,1,2,4,18,14,GP,F,U,GT3,A,at_home,home,father,yes,yes,yes,yes,0,1,0,0
